@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10}

@data
100,'2016/07/31 16:11:46:391',2,3.58035,2567.43335,-36.98045,14.171618,-4.059909,5.413679,0.27024,-4.897618,0.454161,1.970491,1.093437,3.430758,0.443798,-1.833439,1.217437,-2.413506,-0.758342,0.870935,-0.124768,-0.70278,-0.738877,-1.041517,0.004124,-0.175192,-0.111918,0.777311,1
101,'2016/07/31 16:11:46:401',2,2.975926,2559.199463,-37.515465,14.647721,-4.640428,4.977648,-0.058266,-4.119706,0.791892,2.367123,0.739664,3.115425,0.879568,-2.244028,1.374831,-2.49071,-0.774561,0.535714,0.001522,-0.540853,-0.513011,-0.922306,0.05038,-0.185842,0.046625,0.690707,1
102,'2016/07/31 16:11:46:411',2,3.28195,2586.000244,-36.808033,14.183532,-4.430708,4.937797,0.394894,-4.00285,-0.095723,2.370739,0.120483,2.501419,1.032584,-1.858812,1.788585,-2.073362,-0.686299,0.087903,-0.142302,-0.230141,-0.495466,-0.644401,0.047289,-0.522348,-0.027493,0.796239,1
103,'2016/07/31 16:11:46:421',2,3.773246,2725.658203,-36.57143,12.985387,-5.192739,5.286139,1.09776,-3.458303,0.496965,1.57307,0.663847,1.936885,0.685911,-1.864562,1.683198,-2.04326,-0.546716,0.235048,-0.495904,0.22055,-0.631405,-0.11949,0.056437,-0.092717,-0.789861,0.681211,1
104,'2016/07/31 16:11:46:431',2,3.242121,2796.288818,-38.420921,13.356391,-4.930615,4.392253,0.315262,-3.630311,1.370235,2.709387,0.884053,2.957176,1.071904,-2.172286,1.819645,-1.783295,-1.15326,-0.281003,-1.134058,-0.418493,-0.102005,0.36242,-0.232318,-0.400478,-0.368659,0.779258,1
105,'2016/07/31 16:11:46:441',2,2.561851,2761.842773,-39.028374,13.679866,-4.734744,5.121506,0.819778,-3.406648,1.179525,2.663887,0.96726,2.464923,0.759752,-2.498425,2.056293,-1.98765,-1.123955,-0.250128,-1.215581,-0.077385,-0.186873,0.794502,-0.093753,-0.263651,-0.428878,0.764638,1
106,'2016/07/31 16:11:46:451',2,3.728593,2611.387939,-36.280777,14.372915,-3.724816,5.162895,0.984447,-4.125953,1.176277,2.292727,1.145053,1.888483,0.640243,-2.440927,1.339438,-2.257629,-0.863158,0.107929,-1.247897,0.637932,-0.390969,0.615115,0.287398,-0.365261,-0.768059,1.219126,1
107,'2016/07/31 16:11:46:461',2,3.32254,2550.094482,-36.802723,14.913052,-4.795103,5.742073,0.866952,-3.215946,0.987509,3.001592,1.206068,2.064791,-0.147657,-1.820729,2.080743,-1.730487,-1.171884,0.051132,-0.994874,-0.19794,-0.205643,0.123493,0.195025,-0.534561,-0.908809,0.865138,1
108,'2016/07/31 16:11:46:471',2,3.873935,2366.908691,-37.866657,15.118438,-4.540653,6.400749,1.178233,-3.416197,0.61213,2.80428,1.486151,2.53336,-0.008066,-2.952693,1.361297,-1.735899,-0.456533,0.130503,-1.199649,-0.433171,-0.541428,0.827258,0.800268,-0.319187,-0.899222,0.634847,1
109,'2016/07/31 16:11:46:481',2,4.649189,2278.007813,-38.639336,15.318645,-3.981844,5.514891,0.865792,-3.266332,1.05349,2.711434,0.972229,1.808502,0.935949,-2.489613,1.987517,-1.597426,-0.282105,-0.223742,-1.808547,0.314359,-0.571728,0.630304,0.119476,-0.017033,-1.193187,0.586622,1
110,'2016/07/31 16:11:46:491',2,4.423516,2308.522949,-39.711803,16.266565,-3.944196,5.331148,0.880749,-3.935282,0.815146,2.437816,0.917436,2.654299,0.316848,-3.282367,1.773982,-2.555598,-0.579599,0.241136,-1.268386,0.80633,-0.473638,0.481702,0.228374,0.123839,-0.572068,1.261159,1
111,'2016/07/31 16:11:46:501',2,4.189005,2465.173828,-41.006561,14.502346,-4.272886,5.406316,1.172532,-4.259074,0.616017,1.305673,1.640794,1.645797,1.039216,-2.263922,1.826192,-1.021168,0.104495,0.184398,-1.449494,-0.140835,-0.704521,0.367925,0.15519,0.065525,-0.942551,0.349199,1
112,'2016/07/31 16:11:46:511',2,3.059765,2575.563232,-42.163311,15.477731,-4.802668,5.136725,0.689318,-4.079418,1.28551,2.328525,1.236747,0.966349,-0.185293,-2.277113,1.87085,-1.166928,-0.288398,0.391603,-0.709497,0.54244,-0.512226,-0.162034,0.039939,-0.054261,-0.660931,0.563253,1
113,'2016/07/31 16:11:46:521',2,2.890243,2627.144043,-42.065498,15.310611,-4.779362,5.747814,0.524504,-4.871753,1.162922,1.327043,1.806651,1.285198,-0.473327,-2.864743,1.678304,-1.27637,0.190615,0.799248,-0.999674,-0.375427,-0.436083,0.053105,0.769422,0.22306,-0.879337,0.492193,1
114,'2016/07/31 16:11:46:531',2,2.424703,2616.724609,-45.289692,13.850889,-4.90128,5.095881,0.284942,-4.488832,0.716431,2.546933,1.390689,1.963993,-0.090326,-3.12264,0.398039,-0.771846,0.962705,1.137996,-0.866694,-0.311535,-0.994397,0.40553,1.354986,0.198687,-1.038012,0.247924,1
115,'2016/07/31 16:11:46:541',2,3.843204,2415.368652,-41.518681,14.158153,-5.77249,4.031159,-0.398694,-5.003351,0.078036,1.662557,1.414019,1.816009,0.57445,-1.833462,1.653815,-1.192213,-0.161396,0.579305,-0.957308,-0.070631,-0.873073,0.431353,0.299294,-0.172824,-0.784779,0.871037,1
116,'2016/07/31 16:11:46:551',2,3.812891,2361.679688,-43.966076,13.481019,-5.609893,3.037669,-0.206217,-3.665544,0.776758,2.670412,0.545451,2.070097,1.411655,-1.146245,2.087538,-1.168861,-0.683182,0.304802,-0.835548,-0.155469,-0.898925,-0.349408,0.086313,-0.370006,-0.353001,1.09157,1
117,'2016/07/31 16:11:46:561',2,3.954669,2332.765381,-42.038765,14.842186,-5.541737,3.498864,-0.267141,-4.19986,0.520025,2.43799,1.103667,2.309208,0.766195,-1.417157,1.573984,-1.538957,-0.324522,0.185324,-1.163342,-0.047549,-0.733068,0.087374,0.545202,-0.266997,-0.630269,0.96589,1
118,'2016/07/31 16:11:46:571',2,3.325331,2359.64624,-43.567753,14.872717,-4.497709,4.998541,-1.066638,-4.561792,0.788053,2.346863,0.822696,1.859529,0.528151,-2.143522,0.553738,-1.554546,-0.234292,0.62845,-0.571256,0.244797,-0.471554,-0.242069,0.720615,0.545926,-0.581518,0.711661,1
119,'2016/07/31 16:11:46:581',2,4.456454,2161.862793,-42.565887,15.102062,-4.909676,4.197261,-1.284233,-4.037694,0.356845,2.664289,1.23542,2.35969,-0.023923,-2.533024,0.712769,-1.511732,-0.176097,0.805137,-1.214761,-0.15382,-0.347643,0.119999,1.02829,0.086957,-0.511504,0.629245,1
120,'2016/07/31 16:11:46:591',2,5.693113,2077.773926,-44.015385,14.956844,-4.513565,4.162832,-0.640252,-4.046162,0.46278,1.563436,1.564187,0.976828,0.587354,-2.479623,0.767704,-1.680412,-0.085959,0.671724,0.328472,0.111717,-0.893661,-0.183275,1.020443,0.248694,-0.246813,0.669976,1
121,'2016/07/31 16:11:46:601',2,4.600189,2137.084229,-42.483349,15.435657,-5.669374,3.292838,-0.515186,-5.184799,0.009929,1.985322,1.040531,1.484559,0.768832,-2.605517,1.276103,-1.41075,-0.130361,0.37079,-0.53765,0.255073,-0.723978,0.510868,1.079314,0.251403,-0.693152,1.000546,1
122,'2016/07/31 16:11:46:611',2,4.039529,2130.403809,-44.559311,15.63205,-4.450201,4.44724,-0.322197,-4.592155,-0.715343,1.787943,0.711688,1.261834,0.710036,-2.677049,0.456331,-1.591311,-0.053607,0.206713,-0.605306,0.306136,-1.149763,0.531536,1.172145,0.243612,-0.640054,0.879949,1
123,'2016/07/31 16:11:46:621',2,5.9277,2192.044189,-43.004032,15.183618,-5.315187,3.487253,-0.688461,-4.689651,-0.382703,1.429694,0.54899,1.954423,0.862887,-2.81266,1.29828,-2.024843,0.123973,0.436225,-1.276375,0.216207,-0.617227,0.604895,1.068866,0.295901,-0.674881,0.859549,1
124,'2016/07/31 16:11:46:631',2,6.665794,2121.711914,-46.806667,15.5811,-3.68748,4.163212,-0.415136,-4.60613,-0.781463,0.934618,0.074925,2.047102,0.943629,-2.564669,0.774831,-2.266091,-0.297052,0.541219,-0.61111,0.305609,-0.804681,0.317384,1.088525,0.481835,-0.349775,1.007794,1
125,'2016/07/31 16:11:46:641',2,6.131428,1892.765503,-44.705822,15.750309,-4.809769,3.818305,-1.543258,-4.792826,-1.351703,1.883593,-0.250074,1.723206,0.670418,-2.208252,1.002996,-1.426395,0.153166,0.748941,-0.433847,0.418191,-0.564108,0.277597,0.913312,0.380499,-0.110286,0.786118,1
126,'2016/07/31 16:11:46:651',2,4.801075,1811.443726,-47.435928,16.171524,-4.311834,4.29545,-0.594601,-5.015637,-1.676492,2.254071,0.511923,2.409303,0.066261,-2.728363,0.685956,-1.939365,-0.372856,0.844997,-0.227956,0.17074,-0.854665,0.198533,1.137652,0.286546,-0.094709,1.030367,1
127,'2016/07/31 16:11:46:661',2,5.206424,1798.542358,-46.645821,16.225128,-4.904143,3.565288,-0.620994,-5.645496,-1.16588,0.552073,0.334818,1.814505,0.896107,-1.771366,0.641506,-1.400704,0.146746,0.839055,-0.522619,0.391049,-0.215913,0.190256,0.70147,-0.239468,-0.052295,1.378885,1
128,'2016/07/31 16:11:46:671',2,5.478397,1881.984131,-47.094582,14.786295,-4.872228,3.646705,-0.523974,-4.838217,-2.499039,1.391663,0.439319,2.301737,0.888471,-2.519772,1.037997,-1.914117,-0.211194,0.116375,-1.110599,-0.182118,-0.985993,0.871149,0.762449,-0.032347,-0.536768,0.863205,1
129,'2016/07/31 16:11:46:681',2,4.151034,1886.952026,-51.033695,15.385331,-5.254273,3.852463,0.282323,-5.572505,-1.593659,0.633412,-0.5337,1.670572,0.552997,-1.560752,0.775811,-1.549627,-0.772023,-0.061686,-1.101611,0.039318,-0.387751,0.637469,1.490547,-0.069705,-0.463808,1.136929,1
130,'2016/07/31 16:11:46:691',2,3.479343,2035.245728,-48.205387,15.911932,-5.527718,3.998554,0.023492,-5.816076,-1.646757,1.076544,-0.13884,2.496429,1.072193,-2.161076,0.871699,-1.652405,-0.449775,0.305038,-1.471838,0.017409,-0.674531,0.089223,1.243168,-0.293961,-0.558328,0.717044,1
131,'2016/07/31 16:11:46:701',2,3.352373,2065.963135,-50.013371,15.289699,-4.436015,4.532357,-0.390165,-5.442171,-1.291834,1.048171,-0.229343,1.43657,1.298321,-1.33328,0.306017,-1.709564,-0.790406,0.430378,-0.161425,0.418114,-1.061606,0.174505,1.526893,0.351919,-0.310982,0.981687,1
132,'2016/07/31 16:11:46:711',2,3.971728,1888.285889,-49.224277,16.085392,-5.095383,3.73349,-0.188613,-5.160337,-1.533971,0.764331,-1.122269,1.24516,0.761244,-1.330246,1.170144,-1.665532,-0.452623,0.717369,-0.729023,0.062424,-0.514974,0.130924,1.040019,0.002941,-0.636043,1.160251,1
133,'2016/07/31 16:11:46:721',2,3.205471,1912.087891,-49.412903,16.744858,-5.331674,4.375791,0.455202,-5.516454,-0.7471,0.836233,-0.012625,2.198789,0.542981,-1.757205,-0.024709,-1.244093,-0.64441,0.124921,-0.855371,-0.491375,-0.476755,0.275573,1.242935,0.246196,-0.783437,0.677466,1
134,'2016/07/31 16:11:46:731',2,4.119132,1870.737061,-50.219616,17.332249,-4.503152,4.3072,0.566229,-4.649278,-0.258997,-0.320258,-1.657941,0.950203,0.585413,-0.697927,0.59798,-0.783608,-0.638571,0.195767,-0.795609,-0.246296,0.15441,0.109033,0.895089,0.142413,-0.907846,0.711291,1
135,'2016/07/31 16:11:46:741',2,4.639314,1735.76062,-50.65889,16.977295,-4.013917,4.249415,1.446603,-4.371732,-1.29167,0.590077,-0.412765,2.484406,0.085485,-1.760524,1.504563,-1.44119,-0.567799,0.673553,-1.598042,-0.561368,-0.218794,0.396489,1.05296,-0.006896,-1.082286,0.655788,1
136,'2016/07/31 16:11:46:751',2,4.173098,1684.139526,-52.799274,17.271257,-4.44428,3.678208,1.247545,-4.953881,-0.521123,0.728533,0.680005,2.411289,-0.362975,-1.238293,0.740481,-0.964167,-1.1797,0.292012,-0.671317,-0.27879,0.100222,0.418429,1.242594,0.135058,-0.558892,0.871031,1
137,'2016/07/31 16:11:46:761',2,4.034464,1663.986206,-50.348362,17.774015,-5.45362,3.299482,1.064627,-5.15119,-0.443738,0.832029,0.359056,2.054403,-0.09995,-1.14769,0.442141,-0.465424,-0.331824,0.483618,-0.883222,-0.856715,-0.444855,0.001304,0.890309,-0.168103,-0.972934,0.665675,1
138,'2016/07/31 16:11:46:771',2,4.677567,1631.087158,-52.32449,17.044024,-4.606305,2.895725,0.233405,-5.517848,-1.491497,0.831889,0.086207,1.844399,-0.423766,-1.739027,0.720984,-1.212617,-0.940611,0.50079,-0.594759,-0.424717,-0.258862,0.219215,1.009731,0.278632,-0.725439,0.607807,1
139,'2016/07/31 16:11:46:811',2,7.523062,1364.825073,-57.368824,16.515438,-3.389907,1.968154,0.399381,-4.293751,-0.670912,0.27579,0.073746,1.079998,-0.328822,-1.023993,0.288258,0.113577,0.004588,-0.106302,-0.908341,-0.685071,-0.367842,0.087834,0.724203,-0.205233,-0.509756,0.822903,1
140,'2016/07/31 16:11:48:011',2,18.773909,1465.498047,-95.716667,0,-0.000001,0.000002,-0.000005,-0.000004,-0.000005,0.000003,0.00001,-0.000002,-0.000001,-0.000001,-0.000009,-0.000003,0,0,0.000009,-0.000018,0,-0.000003,-0.000023,0.000003,0,-0.000017,1
141,'2016/07/31 16:11:48:021',2,10.775572,1148.276367,-91.556389,3.482549,2.094593,0.845245,0.015981,-0.171727,0.080515,0.149455,-0.036648,-0.199453,-0.317519,-0.351959,-0.244874,-0.144666,-0.145782,-0.155821,-0.106412,-0.055503,-0.038903,0.006835,0.044452,-0.0031,-0.023241,0.019093,1
142,'2016/07/31 16:11:48:031',2,10.729441,1343.265869,-77.201912,10.696283,2.421493,2.419104,-0.387201,-2.375269,1.106769,1.830191,0.842568,1.409371,-0.225519,-1.653479,-0.513536,-0.125313,-0.178237,-0.121935,-0.790543,-0.911374,-0.42445,0.330484,0.876539,-0.096974,-0.509771,0.470507,1
143,'2016/07/31 16:11:48:041',2,9.487893,1257.684448,-64.617287,15.447087,0.755153,3.507519,-0.185761,-3.922871,1.300405,1.980019,0.674324,2.470404,-0.450188,-2.681095,-0.68844,-0.474765,0.011927,0.406105,-1.169051,-1.54381,-0.961357,0.528849,2.087517,0.188841,-1.096285,0.455878,1
144,'2016/07/31 16:11:48:051',2,8.519017,1347.285522,-56.585644,16.941324,-1.125706,4.182356,-0.058174,-3.900231,1.059575,1.508222,1.35501,3.158147,-0.932193,-2.72251,0.302486,-1.093975,-0.303193,0.771656,-1.22604,-1.298017,-1.253227,0.348521,2.122968,-0.023447,-1.098096,0.282453,1
145,'2016/07/31 16:11:48:061',2,11.011616,1496.175293,-53.429756,16.797569,-1.31438,4.126108,-0.029836,-3.712724,1.029848,1.524404,1.628871,3.276491,-0.616746,-2.857432,0.667674,-1.474137,-0.005855,0.68918,-1.391725,-1.126935,-1.498298,0.492271,1.925518,-0.281255,-0.926861,0.224736,1
146,'2016/07/31 16:11:48:071',2,11.436895,1576.289185,-49.45768,16.850399,-2.435602,4.239546,1.030306,-4.488092,1.107135,1.95672,1.699484,2.536262,0.035714,-3.17935,0.757092,-1.465959,-0.002443,0.303934,-1.283886,-0.977676,-1.539538,0.413026,1.911608,-0.312937,-0.472234,-0.006616,1
147,'2016/07/31 16:11:48:081',2,8.560001,1717.133057,-47.380981,16.03919,-2.938533,5.384433,0.901888,-3.867512,1.167357,1.99925,1.098167,2.202894,0.032642,-2.48537,0.496999,-1.960112,-0.342633,0.056019,-1.065828,-0.392519,-1.640683,0.2043,1.640966,0.504321,-0.37254,0.363938,1
148,'2016/07/31 16:11:48:091',2,11.362028,1696.078979,-45.50481,16.556938,-2.440051,4.241241,1.355333,-3.683213,1.818471,1.321533,1.46828,1.947489,-0.335595,-2.066088,0.701643,-2.069445,-0.541681,0.017483,-0.863382,-0.118478,-1.842348,0.095722,1.868317,0.115092,-0.050519,0.639878,1
149,'2016/07/31 16:11:48:101',2,12.525029,1629.675537,-44.403488,17.008511,-2.441529,4.009637,1.026141,-3.295968,1.218195,0.842222,1.626476,2.281621,-0.943516,-1.884088,1.249151,-2.470108,-0.512415,0.124856,-0.661272,-0.095495,-1.822664,0.075107,1.737981,-0.168809,0.236455,0.291411,1
150,'2016/07/31 16:11:48:111',2,10.213717,1437.150635,-43.421803,17.999302,-2.989492,4.249086,0.384572,-3.600762,0.953718,0.743077,1.832723,2.687397,-1.00603,-1.704549,0.845294,-2.065109,0.136314,-0.175806,-0.69457,-0.028747,-2.169829,0.321196,1.63602,-0.582371,-0.050338,0.062479,1
151,'2016/07/31 16:11:48:121',2,9.003679,1473.613159,-41.743214,18.586721,-4.750747,3.981861,0.945842,-4.217246,1.503027,1.105086,2.295837,2.525578,-0.254319,-2.125395,0.511655,-1.769778,-0.300434,0.17528,-0.957563,-0.225216,-1.728145,-0.05676,1.584156,-0.221671,-0.3159,0.173211,1
152,'2016/07/31 16:11:48:131',2,5.133194,1807.747437,-39.327991,17.378157,-5.266005,4.863328,-0.322363,-3.286565,1.044848,1.708191,1.927335,2.748492,-0.393481,-2.118642,0.729943,-2.113645,-0.083682,0.093045,-0.702608,-0.250005,-1.857917,-0.069235,1.288508,0.198986,-0.658038,0.413535,1
153,'2016/07/31 16:11:48:141',2,5.872853,1718.399536,-40.097328,18.010021,-4.86794,3.983924,-1.042193,-2.209339,1.479373,1.869628,1.610162,2.639359,-0.26507,-2.269349,0.523012,-2.305229,-0.562933,0.277689,-0.524248,0.009715,-1.503958,-0.200955,1.253615,0.198974,-0.235395,0.359033,1
154,'2016/07/31 16:11:48:151',2,7.042131,1677.708618,-38.675659,17.364428,-4.362798,3.870043,-0.417877,-3.083891,1.716117,1.135519,1.737545,2.563783,-0.098785,-1.980168,0.553116,-2.016054,-0.186484,-0.416712,-0.548091,1.092961,-1.794836,-0.339205,0.821878,-0.323982,-0.313372,0.960478,1
155,'2016/07/31 16:11:48:161',2,5.082727,1963.624512,-38.646454,16.316814,-4.653491,5.035668,-0.639222,-2.60209,0.50859,1.625702,0.94505,3.175679,0.655573,-2.451423,1.103817,-2.021136,-0.351996,-0.267494,-0.831793,0.95778,-1.579859,-0.306689,0.251456,-0.164429,-0.49735,0.907504,1
156,'2016/07/31 16:11:48:171',2,6.2095,2254.562012,-39.204521,15.08096,-3.097043,4.156129,-0.437391,-3.405757,1.930172,1.235125,1.083374,2.666556,0.925758,-1.751854,0.491883,-1.576432,-0.715761,-0.057862,-0.976462,0.517821,-0.944859,-0.550987,-0.041801,0.272526,-0.592394,0.530482,1
157,'2016/07/31 16:11:48:181',2,6.258889,2326.237061,-39.107197,15.220487,-3.464511,3.25433,-0.304506,-2.575409,2.251229,1.954592,0.446476,1.854937,0.376718,-1.620135,0.375549,-1.330882,-0.47438,0.019701,-1.258172,0.744456,-0.434566,-0.698241,0.482857,-0.122361,-0.554021,0.623228,1
158,'2016/07/31 16:11:48:191',2,5.071544,2435.317139,-42.006416,14.968456,-3.846239,5.364667,-0.076342,-2.945511,2.169183,1.712207,-0.050571,1.861739,0.185439,-1.92404,0.676541,-0.572612,0.311678,-0.546646,-1.417515,0.576523,-0.72778,-0.03832,0.50408,-0.56583,-0.527371,0.792769,1
159,'2016/07/31 16:11:48:201',2,3.996933,2457.364502,-42.809757,14.643129,-4.877033,5.269939,-0.086971,-1.949348,2.027705,1.599784,1.245677,2.377573,0.497363,-2.218398,0.834194,-1.30887,-0.570611,-0.50963,-1.070254,0.648822,-0.067673,0.178779,-0.066011,-0.463482,-0.753828,0.424468,1
160,'2016/07/31 16:11:48:211',2,3.581445,2518.160156,-44.210316,15.411656,-4.195231,5.102307,0.00289,-2.668139,2.851369,1.449006,1.017958,1.961848,-0.038652,-1.519295,1.243598,-0.975327,-0.762314,-0.349522,-1.416796,0.337227,-0.550982,-0.021338,0.432292,-0.229985,-0.683421,0.340426,1
161,'2016/07/31 16:11:48:221',2,4.287501,2276.029785,-41.449665,15.71325,-3.977751,5.498456,0.132479,-2.75856,2.362255,1.981925,1.470104,1.898693,0.544228,-2.729659,-0.268242,-1.333856,-0.144903,-0.555966,-1.416672,1.03593,-0.558692,0.216698,0.936792,-0.204024,-0.651112,0.834902,1
162,'2016/07/31 16:11:48:231',2,5.527914,1955.200317,-42.920677,16.77524,-3.613178,5.730252,0.063614,-2.753081,1.918817,1.914585,1.466459,1.471289,-0.239531,-1.992143,1.071763,0.665529,-0.393471,-0.917212,-1.484772,0.46745,-0.556325,-0.521236,0.374056,-0.659272,-0.707756,0.796116,1
163,'2016/07/31 16:11:48:241',2,4.848161,1996.798584,-42.840099,16.612295,-3.144823,6.047925,0.083971,-3.107849,2.435404,2.172997,1.065166,2.127937,-0.491986,-2.533489,0.164959,0.199322,-0.073054,-0.579195,-1.447726,0.530415,-0.318982,-0.103976,0.426628,-0.581135,-0.831877,0.694389,1
164,'2016/07/31 16:11:48:251',2,5.780211,1898.067261,-42.537025,16.162891,-3.792794,5.234202,0.678548,-2.14718,1.892096,2.092465,1.625464,2.607209,-0.441279,-2.215083,0.50544,-1.118059,-0.225548,-0.51485,-1.555111,0.136529,-0.645439,0.373944,0.842928,-0.016953,-0.380219,0.198769,1
165,'2016/07/31 16:11:48:261',2,7.09709,1939.871704,-43.062798,16.463104,-3.157489,5.131077,0.068982,-2.967021,1.528908,1.334925,1.616407,2.411,-0.111558,-2.221399,0.741703,-1.418869,0.183892,-0.250723,-1.00478,0.865009,-1.026107,0.329523,0.50282,-0.778484,-0.276194,0.832359,1
166,'2016/07/31 16:11:48:271',2,5.413134,2023.008179,-43.644573,15.884372,-3.68629,5.416573,-0.144106,-2.299857,0.479197,1.760253,0.854032,2.11234,0.06286,-2.621894,1.522905,-1.176075,0.130905,-0.076476,-1.363929,0.271696,-0.602074,0.495759,0.40201,-0.034915,-0.593993,0.796906,1
167,'2016/07/31 16:11:48:281',2,3.564872,2481.837646,-44.601406,16.482683,-4.436281,4.948485,-0.182265,-3.216898,1.919232,1.208385,0.816309,1.273512,-0.842456,-2.033479,1.757259,-0.419082,0.125936,0.695913,-0.874978,0.1251,-0.494189,-0.406171,0.544104,-0.192514,-0.497537,0.827065,1
168,'2016/07/31 16:11:48:291',2,3.162879,2613.770264,-44.111397,14.519778,-4.601112,5.382785,-0.056594,-4.278013,1.303048,1.253712,1.754388,1.922526,-0.755286,-2.996209,0.454376,-0.730763,0.544676,0.386371,-1.06103,0.225121,-1.103414,0.328236,1.425459,-0.083015,-0.969899,0.372172,1
169,'2016/07/31 16:11:48:301',2,3.936758,2511.297119,-47.917942,13.936748,-5.052748,3.371157,-0.673585,-4.482043,1.120838,2.168875,1.727204,2.277885,0.125142,-2.270552,0.932076,-0.655861,1.167872,0.272674,-1.069205,0.624808,-1.717331,-0.032622,0.99163,-0.271022,-0.792631,0.367468,1
170,'2016/07/31 16:11:48:311',2,5.743228,2212.315186,-47.897404,14.42601,-5.926038,2.533809,-1.537171,-4.350092,1.556913,1.825945,2.14009,2.980981,0.188104,-1.247877,1.727699,-0.213748,0.49837,-0.065441,-1.121437,0.48145,-1.900859,-0.538282,0.414751,-1.018363,-0.896464,0.489968,1
171,'2016/07/31 16:11:48:321',2,5.839555,2220.603027,-46.876068,14.625842,-6.076241,2.301302,0.132904,-3.680326,1.253459,1.655483,1.582814,2.811723,1.001734,-0.903959,1.892735,-0.434675,-0.068891,-0.409622,-1.022762,0.213223,-1.809658,-0.533795,-0.091164,-1.091378,-0.28167,0.536103,1
172,'2016/07/31 16:11:48:331',2,3.543231,2345.406494,-45.689648,15.676182,-6.164123,3.395672,-0.552026,-4.648916,0.91788,1.017871,1.283051,3.170504,-0.426881,-1.329521,0.95263,-1.244096,0.330492,-0.503549,-0.865401,0.531236,-1.25325,0.017639,1.310779,-0.649997,-0.195766,0.217614,1
173,'2016/07/31 16:11:48:341',2,5.008673,1972.75647,-47.503933,15.2842,-5.875454,2.396278,-1.270628,-4.018816,1.056331,1.527729,1.289032,2.088144,0.154879,-2.001146,0.555099,-0.820936,0.459787,0.157296,-0.316374,0.98381,-0.98011,0.052966,0.600222,-0.101662,0.193514,0.452389,1
174,'2016/07/31 16:11:48:351',2,4.823087,1859.251709,-46.080997,16.175268,-5.488622,2.91131,-1.596231,-3.609517,0.90516,2.010863,1.046149,2.355793,-0.207294,-2.836196,0.50099,-1.07855,0.248554,0.18345,-0.656813,0.769303,-1.046744,-0.035586,0.951722,-0.280268,-0.574892,0.39641,1
175,'2016/07/31 16:11:48:361',2,4.510396,1898.771606,-47.105892,16.158855,-5.638408,2.6738,-0.719082,-4.887366,0.477343,1.114487,0.828235,2.368064,0.157365,-1.716835,0.564251,-0.804775,0.234154,0.153331,-0.245608,1.182048,-1.069742,-0.285069,1.079493,-0.194772,0.086598,0.5374,1
176,'2016/07/31 16:11:48:371',2,4.632093,1948.023682,-47.27647,15.510105,-5.845157,1.821526,-1.559923,-5.268441,0.377191,1.246341,0.164254,2.608592,0.6922,-2.166912,0.686092,-1.12574,0.755259,-0.270083,-1.214541,0.652807,-0.868257,0.479267,0.956912,-0.113939,-0.248332,0.355261,1
177,'2016/07/31 16:11:48:381',2,4.723761,2051.812988,-49.794472,15.738664,-5.381864,2.745145,-1.506303,-5.160163,0.542256,-0.205449,0.167908,2.811523,-0.553522,-2.213318,0.916293,-1.260584,-0.135137,0.355936,-0.61826,0.563387,-0.856169,0.122004,1.604489,0.076776,-0.127428,0.657213,1
178,'2016/07/31 16:11:48:391',2,4.951494,2041.348145,-47.822826,16.460747,-5.584435,2.719805,-1.168407,-5.809154,0.847593,-0.430858,0.845815,3.077378,-0.26546,-1.919997,0.477987,-1.143409,0.067608,-0.294162,-0.889387,0.139072,-1.085133,0.234797,1.26443,-0.353936,-0.426479,0.465918,1
179,'2016/07/31 16:11:48:401',2,5.925273,1831.377563,-49.257313,15.114268,-4.035636,3.214556,-1.818765,-5.153705,-0.32921,0.433846,0.649001,1.854169,0.046803,-2.216211,0.274186,-1.139601,-0.007532,0.319228,-0.646211,0.525793,-0.649142,0.177141,0.980362,0.315142,0.106315,0.702919,1
180,'2016/07/31 16:11:48:411',2,6.770779,1705.052002,-48.787041,16.171837,-5.420086,2.874174,-1.570315,-5.247495,-1.036248,0.390857,0.157933,2.687039,0.329926,-2.224977,0.768172,-1.189447,-0.053887,0.229242,-0.954788,0.906676,-0.625862,-0.015222,0.754857,-0.361965,0.139324,0.787367,1
181,'2016/07/31 16:11:48:421',2,5.371342,1650.557373,-51.231861,16.392134,-4.288188,3.181446,-1.41674,-4.985039,-0.606412,0.469698,0.247908,1.874613,-0.543564,-2.389593,0.295215,-0.487429,-0.157693,-0.039359,-1.121596,0.367242,-0.610943,0.384688,1.162868,-0.34201,0.195666,0.622862,1
